No,Kota,Produk,Harga Satuan,Jumlah Pesanan,Tipe Pembayaran,Tipe Pengiriman,Rating Produk,Harga Total
4387,Makassar,Lipstik,593684,3,COD,Kilat,4.4,1781052
4388,Surabaya,Lipstik,390480,2,COD,Reguler,2.3,780960
4389,Surabaya,Celana Jeans,51912,1,COD,Reguler,2.8,51912
4390,Bandung,Kaos,76947,2,Transfer Bank,Same Day,2.9,153894
4391,Denpasar,Kaos,533676,4,Transfer Bank,Kilat,2.1,2134704
4392,Yogyakarta,Celana Jeans,510913,1,ShopeePay,Hemat,2.5,510913
4393,Yogyakarta,Tas Ransel,64387,1,Kartu Kredit,Kilat,3.4,64387
4394,Yogyakarta,Celana Jeans,298652,1,Kartu Kredit,Same Day,3.3,298652
4395,Medan,Lipstik,327736,2,ShopeePay,Hemat,3.5,655472
4396,Semarang,Lipstik,653537,4,COD,Reguler,2.4,2614148
4397,Denpasar,Celana Jeans,21919,2,Transfer Bank,Reguler,2.3,43838
4398,Yogyakarta,Celana Jeans,849027,4,Kartu Kredit,Hemat,3.4,3396108
4399,Surabaya,Tas Ransel,160689,2,ShopeePay,Hemat,1.5,321378
4400,Surabaya,Kemeja,488484,2,COD,Same Day,2,976968
4401,Yogyakarta,Jam Tangan,53298,2,COD,Kilat,1.2,106596
4402,Makassar,Earphone,257225,1,Transfer Bank,Reguler,1.3,257225
4403,Yogyakarta,Lipstik,944433,2,Transfer Bank,Kilat,2,1888866
4404,Surabaya,Jam Tangan,253725,4,ShopeePay,Reguler,1.1,1014900
4405,Medan,Celana Jeans,296600,4,ShopeePay,Kilat,2,1186400
4406,Jakarta,Tas Ransel,129599,4,COD,Reguler,3.6,518396
4407,Jakarta,Sneakers,893108,1,COD,Kilat,1.2,893108
4408,Denpasar,Tas Ransel,103721,2,Kartu Kredit,Same Day,2.7,207442
4409,Denpasar,Power Bank,844356,2,COD,Reguler,4.7,1688712
4410,Yogyakarta,Power Bank,830672,3,ShopeePay,Same Day,4.2,2492016
4411,Bandung,Jam Tangan,369525,1,Transfer Bank,Reguler,2.2,369525
4412,Yogyakarta,Kaos,291372,4,ShopeePay,Reguler,4.7,1165488
4413,Makassar,Power Bank,828118,4,Kartu Kredit,Reguler,2.3,3312472
4414,Yogyakarta,Power Bank,556208,2,Kartu Kredit,Kilat,1.3,1112416
4415,Denpasar,Kemeja,551720,4,Transfer Bank,Reguler,5,2206880
4416,Jakarta,Sneakers,476791,2,ShopeePay,Same Day,4.5,953582
4417,Surabaya,Kemeja,654795,2,Kartu Kredit,Kilat,2.9,1309590
4418,Yogyakarta,Sneakers,412653,3,ShopeePay,Kilat,3.7,1237959
4419,Surabaya,Parfum,353869,1,Kartu Kredit,Reguler,3.7,353869
4420,Surabaya,Earphone,768935,2,Transfer Bank,Hemat,1.8,1537870
4421,Bandung,Lipstik,709270,2,Kartu Kredit,Kilat,1.8,1418540
4422,Surabaya,Power Bank,666052,2,ShopeePay,Reguler,2.9,1332104
4423,Jakarta,Lipstik,181298,3,ShopeePay,Same Day,4.6,543894
4424,Medan,Power Bank,224222,2,Kartu Kredit,Hemat,1,448444
4425,Medan,Kemeja,341243,1,COD,Kilat,4.1,341243
4426,Semarang,Earphone,132557,1,Transfer Bank,Hemat,1.2,132557
4427,Makassar,Kemeja,893192,4,Transfer Bank,Kilat,2.9,3572768
4428,Yogyakarta,Kemeja,562301,1,Kartu Kredit,Hemat,3.6,562301
4429,Makassar,Sneakers,565734,4,Kartu Kredit,Hemat,3.7,2262936
4430,Jakarta,Kaos,911641,1,COD,Same Day,1.2,911641
4431,Surabaya,Tas Ransel,516409,4,Transfer Bank,Hemat,2.7,2065636
4432,Medan,Jam Tangan,745735,2,COD,Same Day,3.3,1491470
4433,Makassar,Lipstik,646549,3,Transfer Bank,Reguler,1.3,1939647
4434,Jakarta,Parfum,902171,3,Kartu Kredit,Kilat,1.5,2706513
4435,Medan,Power Bank,282701,3,Transfer Bank,Same Day,3.7,848103
4436,Surabaya,Kemeja,968170,2,Transfer Bank,Kilat,3.1,1936340
4437,Makassar,Kaos,712749,3,Transfer Bank,Same Day,1.6,2138247
4438,Medan,Kemeja,723060,1,COD,Kilat,3.1,723060
4439,Yogyakarta,Earphone,150878,4,COD,Same Day,4.7,603512
4440,Denpasar,Sneakers,643431,2,Transfer Bank,Kilat,1.1,1286862
4441,Yogyakarta,Parfum,568866,3,ShopeePay,Reguler,3.6,1706598
4442,Semarang,Tas Ransel,619067,1,COD,Kilat,1.3,619067
4443,Semarang,Earphone,684956,1,Kartu Kredit,Reguler,1,684956
4444,Medan,Celana Jeans,863932,2,Kartu Kredit,Reguler,1.6,1727864
4445,Denpasar,Parfum,616822,2,Transfer Bank,Reguler,2.7,1233644
4446,Jakarta,Kemeja,816561,3,Kartu Kredit,Hemat,4.2,2449683
4447,Yogyakarta,Earphone,476610,4,COD,Kilat,2.1,1906440
4448,Jakarta,Tas Ransel,217118,3,ShopeePay,Hemat,3.5,651354
4449,Denpasar,Kaos,818028,3,ShopeePay,Hemat,2.6,2454084
4450,Jakarta,Kaos,609643,2,ShopeePay,Kilat,1.9,1219286
4451,Denpasar,Lipstik,557262,3,Kartu Kredit,Reguler,3.1,1671786
4452,Medan,Tas Ransel,217745,3,Transfer Bank,Hemat,4.2,653235
4453,Jakarta,Kaos,918436,4,Kartu Kredit,Hemat,4.3,3673744
4454,Yogyakarta,Earphone,271366,1,Transfer Bank,Same Day,4.4,271366
4455,Surabaya,Lipstik,408938,1,ShopeePay,Kilat,2.4,408938
4456,Semarang,Kaos,506649,4,COD,Hemat,4.2,2026596
4457,Surabaya,Parfum,876634,1,Kartu Kredit,Kilat,1.8,876634
4458,Jakarta,Sneakers,94442,3,COD,Kilat,4,283326
4459,Surabaya,Celana Jeans,697178,4,ShopeePay,Hemat,4.8,2788712
4460,Yogyakarta,Tas Ransel,980750,4,Transfer Bank,Kilat,1.1,3923000
4461,Yogyakarta,Earphone,599886,2,COD,Reguler,2.8,1199772
4462,Jakarta,Power Bank,153726,1,Kartu Kredit,Hemat,3.6,153726
4463,Medan,Kemeja,578046,2,COD,Hemat,3.8,1156092
4464,Surabaya,Earphone,830636,3,COD,Hemat,1.7,2491908
4465,Medan,Kaos,147309,4,Kartu Kredit,Same Day,4.9,589236
4466,Medan,Earphone,710288,3,Transfer Bank,Same Day,3.5,2130864
4467,Denpasar,Power Bank,533644,1,Kartu Kredit,Same Day,1.7,533644
4468,Bandung,Kemeja,204681,2,ShopeePay,Same Day,1.1,409362
4469,Jakarta,Lipstik,574840,1,Transfer Bank,Hemat,4.1,574840
4470,Semarang,Kaos,423552,3,COD,Reguler,1.3,1270656
4471,Yogyakarta,Jam Tangan,329181,2,Kartu Kredit,Kilat,1.6,658362
4472,Yogyakarta,Kaos,167278,1,ShopeePay,Kilat,3.3,167278
4473,Jakarta,Celana Jeans,579119,3,Kartu Kredit,Hemat,3.4,1737357
4474,Denpasar,Jam Tangan,63563,1,Transfer Bank,Reguler,3.7,63563
4475,Makassar,Celana Jeans,38361,4,ShopeePay,Kilat,2.6,153444
4476,Makassar,Power Bank,847767,2,COD,Reguler,4.1,1695534
4477,Makassar,Tas Ransel,94469,2,Transfer Bank,Hemat,4.9,188938
4478,Denpasar,Kemeja,540581,2,ShopeePay,Same Day,2.1,1081162
4479,Semarang,Sneakers,530571,4,Transfer Bank,Reguler,3.8,2122284
4480,Yogyakarta,Lipstik,570104,2,COD,Kilat,4.7,1140208
4481,Jakarta,Sneakers,801710,4,ShopeePay,Kilat,3.7,3206840
4482,Denpasar,Parfum,690979,2,Kartu Kredit,Kilat,3.7,1381958
4483,Yogyakarta,Parfum,254295,1,Kartu Kredit,Same Day,1.9,254295
4484,Medan,Power Bank,636767,1,COD,Reguler,3.1,636767
4485,Surabaya,Tas Ransel,46819,1,ShopeePay,Reguler,3.3,46819
4486,Surabaya,Parfum,949245,1,COD,Kilat,3.8,949245
4487,Denpasar,Kaos,404474,4,COD,Reguler,5,1617896
4488,Yogyakarta,Earphone,28798,3,Transfer Bank,Kilat,1.1,86394
4489,Bandung,Celana Jeans,700503,3,Kartu Kredit,Reguler,1.3,2101509
4490,Semarang,Parfum,856127,1,COD,Same Day,1.3,856127
4491,Makassar,Power Bank,445963,3,Transfer Bank,Same Day,4,1337889
4492,Semarang,Celana Jeans,788230,3,COD,Hemat,1.5,2364690
4493,Semarang,Kaos,774547,2,COD,Hemat,3.5,1549094
4494,Denpasar,Tas Ransel,673832,4,COD,Hemat,2.3,2695328
4495,Medan,Kemeja,696542,1,Kartu Kredit,Reguler,2.8,696542
4496,Semarang,Sneakers,273800,3,ShopeePay,Same Day,1.9,821400
4497,Surabaya,Kaos,553703,3,Kartu Kredit,Same Day,4.5,1661109
4498,Medan,Lipstik,948589,1,Transfer Bank,Same Day,3.3,948589
4499,Jakarta,Jam Tangan,428224,2,ShopeePay,Kilat,4.8,856448
4500,Semarang,Power Bank,631926,1,Transfer Bank,Reguler,3.3,631926
4501,Semarang,Sneakers,562740,2,COD,Reguler,1.5,1125480
4502,Jakarta,Lipstik,477291,3,ShopeePay,Hemat,1.7,1431873
4503,Semarang,Kemeja,421336,4,Transfer Bank,Kilat,5,1685344
4504,Jakarta,Lipstik,739745,2,COD,Kilat,3.9,1479490
4505,Medan,Tas Ransel,654493,2,Transfer Bank,Same Day,1.2,1308986
4506,Surabaya,Jam Tangan,38170,1,Transfer Bank,Hemat,3.8,38170
4507,Jakarta,Celana Jeans,36259,3,Kartu Kredit,Reguler,2.6,108777
4508,Bandung,Sneakers,304243,4,COD,Kilat,2.2,1216972
4509,Denpasar,Jam Tangan,160721,1,Kartu Kredit,Same Day,1.6,160721
4510,Denpasar,Earphone,149394,1,ShopeePay,Reguler,4.4,149394
4511,Jakarta,Kaos,341402,4,COD,Same Day,1.3,1365608
4512,Denpasar,Earphone,192109,3,Kartu Kredit,Reguler,2.2,576327
4513,Semarang,Kaos,293949,4,Kartu Kredit,Same Day,2.2,1175796
4514,Makassar,Tas Ransel,529212,1,ShopeePay,Reguler,1.6,529212
4515,Makassar,Jam Tangan,274599,1,Transfer Bank,Hemat,3,274599
4516,Denpasar,Kemeja,63147,2,Transfer Bank,Reguler,1,126294
4517,Medan,Parfum,94280,4,Transfer Bank,Reguler,2.2,377120
4518,Yogyakarta,Lipstik,197125,4,ShopeePay,Reguler,4.7,788500
4519,Medan,Parfum,388921,4,Kartu Kredit,Same Day,2.2,1555684
4520,Yogyakarta,Jam Tangan,642129,1,COD,Kilat,2.4,642129
4521,Makassar,Earphone,504609,3,ShopeePay,Reguler,2.9,1513827
4522,Makassar,Parfum,669014,1,Transfer Bank,Reguler,3.2,669014
4523,Jakarta,Power Bank,410503,2,Transfer Bank,Hemat,4.2,821006
4524,Surabaya,Parfum,96215,1,COD,Reguler,1.8,96215
4525,Bandung,Kaos,657197,1,ShopeePay,Hemat,4.5,657197
4526,Medan,Power Bank,377509,1,Transfer Bank,Reguler,4,377509
4527,Semarang,Sneakers,293129,2,ShopeePay,Same Day,3.9,586258
4528,Yogyakarta,Parfum,294535,4,Kartu Kredit,Kilat,1.3,1178140
4529,Denpasar,Power Bank,549149,3,ShopeePay,Kilat,1.1,1647447
4530,Semarang,Jam Tangan,281968,3,Kartu Kredit,Kilat,3.4,845904
4531,Surabaya,Lipstik,727288,2,COD,Same Day,4.5,1454576
4532,Yogyakarta,Sneakers,316508,4,Kartu Kredit,Hemat,3.3,1266032
4533,Medan,Kemeja,364543,4,Kartu Kredit,Kilat,1.9,1458172
4534,Jakarta,Kemeja,510251,2,COD,Same Day,1.4,1020502
4535,Semarang,Tas Ransel,793360,1,Transfer Bank,Same Day,3.8,793360
4536,Surabaya,Parfum,534060,4,COD,Reguler,3.9,2136240
4537,Medan,Lipstik,244402,3,ShopeePay,Hemat,1.7,733206
4538,Makassar,Celana Jeans,587211,2,COD,Same Day,1.1,1174422
4539,Makassar,Power Bank,945423,3,ShopeePay,Hemat,2.6,2836269
4540,Medan,Sneakers,206968,1,Transfer Bank,Kilat,3.3,206968
4541,Medan,Jam Tangan,521854,2,ShopeePay,Kilat,3.8,1043708
4542,Medan,Parfum,367962,3,COD,Kilat,4.2,1103886
4543,Yogyakarta,Jam Tangan,984900,3,COD,Reguler,3.4,2954700
4544,Medan,Celana Jeans,710200,1,Transfer Bank,Reguler,1.4,710200
4545,Semarang,Tas Ransel,717615,2,COD,Hemat,3.7,1435230
4546,Surabaya,Celana Jeans,353304,4,Transfer Bank,Hemat,4.9,1413216
4547,Yogyakarta,Kaos,148165,4,Transfer Bank,Reguler,4.6,592660
4548,Medan,Earphone,250314,3,COD,Same Day,4.5,750942
4549,Bandung,Sneakers,421392,1,Kartu Kredit,Hemat,2.2,421392
4550,Denpasar,Earphone,315673,3,ShopeePay,Hemat,4,947019
4551,Bandung,Celana Jeans,469622,1,Kartu Kredit,Kilat,4.4,469622
4552,Surabaya,Tas Ransel,688301,4,Transfer Bank,Hemat,3.7,2753204
4553,Makassar,Tas Ransel,545957,3,ShopeePay,Hemat,2,1637871
4554,Jakarta,Kemeja,761142,3,Kartu Kredit,Same Day,4.8,2283426
4555,Jakarta,Parfum,923805,1,COD,Hemat,2.8,923805
4556,Denpasar,Kemeja,327003,2,Kartu Kredit,Same Day,1.5,654006
4557,Makassar,Sneakers,600074,1,ShopeePay,Kilat,1.4,600074
4558,Yogyakarta,Sneakers,726443,2,ShopeePay,Reguler,3.6,1452886
4559,Yogyakarta,Sneakers,977580,4,ShopeePay,Kilat,2.8,3910320
4560,Yogyakarta,Jam Tangan,564611,3,ShopeePay,Same Day,1.4,1693833
4561,Jakarta,Kemeja,250502,3,Kartu Kredit,Same Day,4,751506
4562,Bandung,Jam Tangan,801537,1,COD,Hemat,4.2,801537
4563,Jakarta,Earphone,550309,1,COD,Hemat,3.9,550309
4564,Semarang,Parfum,540766,4,ShopeePay,Reguler,1.8,2163064
4565,Medan,Celana Jeans,321951,4,COD,Same Day,3.8,1287804
4566,Yogyakarta,Power Bank,410449,2,Kartu Kredit,Same Day,1,820898
4567,Bandung,Kemeja,332499,4,COD,Kilat,2.2,1329996
4568,Surabaya,Power Bank,515655,4,Transfer Bank,Reguler,2.6,2062620
4569,Denpasar,Tas Ransel,657703,4,COD,Kilat,4.3,2630812
4570,Surabaya,Kemeja,982236,4,ShopeePay,Hemat,2.6,3928944
4571,Medan,Earphone,290855,2,COD,Hemat,1,581710
4572,Bandung,Kemeja,476295,4,COD,Kilat,2.4,1905180
4573,Jakarta,Jam Tangan,27904,2,COD,Hemat,3,55808
4574,Jakarta,Parfum,608321,1,COD,Kilat,4.8,608321
4575,Semarang,Celana Jeans,775947,3,Transfer Bank,Same Day,4.8,2327841
4576,Semarang,Lipstik,892910,1,Kartu Kredit,Same Day,1.7,892910
4577,Jakarta,Celana Jeans,140035,4,ShopeePay,Hemat,1.7,560140
4578,Surabaya,Celana Jeans,765147,3,ShopeePay,Reguler,1.7,2295441
4579,Denpasar,Tas Ransel,206168,4,COD,Same Day,4.2,824672
4580,Yogyakarta,Earphone,241666,4,Kartu Kredit,Hemat,1,966664
4581,Surabaya,Power Bank,776141,1,COD,Reguler,1.5,776141
4582,Denpasar,Earphone,285237,4,Transfer Bank,Hemat,3.2,1140948
4583,Semarang,Lipstik,307062,1,Kartu Kredit,Kilat,2,307062
4584,Medan,Tas Ransel,213708,4,Kartu Kredit,Hemat,1.4,854832
4585,Denpasar,Parfum,734166,2,Kartu Kredit,Kilat,2.4,1468332
4586,Jakarta,Celana Jeans,160466,3,Kartu Kredit,Same Day,2.1,481398
4587,Semarang,Jam Tangan,144501,1,COD,Same Day,3,144501
4588,Semarang,Tas Ransel,804516,1,Transfer Bank,Hemat,4.9,804516
4589,Yogyakarta,Sneakers,636798,3,Kartu Kredit,Reguler,1.5,1910394
4590,Jakarta,Kemeja,113708,1,ShopeePay,Hemat,2.5,113708
4591,Yogyakarta,Earphone,642107,3,ShopeePay,Hemat,4.7,1926321
4592,Jakarta,Tas Ransel,255603,2,Transfer Bank,Same Day,4.5,511206
4593,Yogyakarta,Sneakers,950784,4,ShopeePay,Same Day,2.6,3803136
4594,Denpasar,Power Bank,580591,2,COD,Hemat,3.8,1161182
4595,Surabaya,Lipstik,571741,4,COD,Same Day,1.4,2286964
4596,Medan,Lipstik,534908,3,Transfer Bank,Kilat,3.9,1604724
4597,Medan,Celana Jeans,915318,2,Kartu Kredit,Hemat,4.9,1830636
4598,Jakarta,Celana Jeans,867127,4,ShopeePay,Same Day,3.1,3468508
4599,Bandung,Tas Ransel,743809,3,ShopeePay,Hemat,3,2231427
4600,Makassar,Tas Ransel,543526,4,Transfer Bank,Same Day,1.7,2174104
4601,Semarang,Parfum,176837,1,Transfer Bank,Kilat,3.5,176837
4602,Semarang,Kemeja,415556,1,ShopeePay,Kilat,3.4,415556
4603,Jakarta,Kaos,539676,3,Kartu Kredit,Hemat,3.6,1619028
4604,Denpasar,Power Bank,767075,4,Transfer Bank,Kilat,1.1,3068300
4605,Yogyakarta,Celana Jeans,582345,1,COD,Kilat,3.2,582345
4606,Bandung,Kaos,938101,2,ShopeePay,Same Day,3.4,1876202
4607,Surabaya,Kaos,733348,4,Transfer Bank,Hemat,1.8,2933392
4608,Yogyakarta,Kemeja,638943,4,Transfer Bank,Same Day,1.8,2555772
4609,Yogyakarta,Jam Tangan,297169,1,Transfer Bank,Same Day,2.1,297169
4610,Jakarta,Jam Tangan,289289,1,ShopeePay,Reguler,3.8,289289
4611,Jakarta,Celana Jeans,645494,3,COD,Kilat,3.4,1936482
4612,Denpasar,Sneakers,206869,4,COD,Same Day,4.4,827476
4613,Semarang,Kemeja,848155,2,ShopeePay,Same Day,2.2,1696310
4614,Jakarta,Kemeja,617518,1,Transfer Bank,Same Day,4.6,617518
4615,Jakarta,Earphone,942334,4,ShopeePay,Kilat,4,3769336
4616,Jakarta,Kaos,699290,1,ShopeePay,Kilat,2.6,699290
4617,Denpasar,Earphone,436968,3,Transfer Bank,Kilat,1.4,1310904
4618,Semarang,Kaos,128138,4,ShopeePay,Hemat,2,512552
4619,Surabaya,Jam Tangan,751385,4,Kartu Kredit,Same Day,4.8,3005540
4620,Surabaya,Celana Jeans,756664,3,COD,Kilat,2.2,2269992
4621,Makassar,Power Bank,82040,2,Kartu Kredit,Same Day,2.3,164080
4622,Makassar,Jam Tangan,652956,1,Kartu Kredit,Hemat,1.8,652956
4623,Jakarta,Kemeja,743056,3,Kartu Kredit,Reguler,4.2,2229168
4624,Makassar,Power Bank,524788,4,ShopeePay,Hemat,2.1,2099152
4625,Semarang,Tas Ransel,477864,3,Transfer Bank,Kilat,2.3,1433592
4626,Denpasar,Power Bank,861462,4,ShopeePay,Kilat,2.7,3445848
4627,Surabaya,Power Bank,76815,3,COD,Hemat,2.7,230445
4628,Yogyakarta,Jam Tangan,236741,2,ShopeePay,Same Day,2.6,473482
4629,Surabaya,Kemeja,132789,4,ShopeePay,Kilat,3,531156
4630,Surabaya,Power Bank,448906,3,ShopeePay,Kilat,4.3,1346718
4631,Semarang,Jam Tangan,763766,2,ShopeePay,Hemat,4.3,1527532
4632,Makassar,Jam Tangan,864355,2,Kartu Kredit,Same Day,4.2,1728710
4633,Yogyakarta,Power Bank,187644,1,Transfer Bank,Hemat,1.4,187644
4634,Semarang,Kaos,205102,4,COD,Hemat,4.2,820408
4635,Jakarta,Kemeja,350048,1,COD,Same Day,1.5,350048
4636,Denpasar,Lipstik,788821,2,COD,Same Day,1.5,1577642
4637,Medan,Power Bank,257469,1,ShopeePay,Reguler,4.8,257469
4638,Surabaya,Earphone,777596,1,COD,Hemat,4.3,777596
4639,Medan,Earphone,704563,3,Kartu Kredit,Same Day,3.2,2113689
4640,Denpasar,Tas Ransel,97088,1,Transfer Bank,Kilat,4.5,97088
4641,Denpasar,Kemeja,549896,2,ShopeePay,Reguler,5,1099792
4642,Semarang,Jam Tangan,589955,1,ShopeePay,Hemat,3.4,589955
4643,Semarang,Parfum,599835,4,Kartu Kredit,Same Day,3.5,2399340
4644,Semarang,Celana Jeans,959989,3,COD,Reguler,4,2879967
4645,Medan,Sneakers,520812,2,ShopeePay,Reguler,1.9,1041624
4646,Semarang,Parfum,947366,1,ShopeePay,Kilat,1.7,947366
4647,Denpasar,Kemeja,934823,4,Kartu Kredit,Reguler,4,3739292
4648,Jakarta,Kemeja,254907,2,Kartu Kredit,Hemat,2.4,509814
4649,Semarang,Power Bank,882380,1,COD,Same Day,1.5,882380
4650,Bandung,Power Bank,878312,3,Transfer Bank,Reguler,2.3,2634936
4651,Makassar,Parfum,77560,1,Transfer Bank,Reguler,2.4,77560
4652,Medan,Jam Tangan,921495,2,COD,Hemat,4.9,1842990
4653,Bandung,Tas Ransel,234601,2,Transfer Bank,Kilat,3.8,469202
4654,Semarang,Power Bank,900650,2,Kartu Kredit,Kilat,3.1,1801300
4655,Denpasar,Sneakers,396606,4,Kartu Kredit,Same Day,4.9,1586424
4656,Jakarta,Sneakers,703775,1,Kartu Kredit,Hemat,4.6,703775
4657,Surabaya,Tas Ransel,956827,1,Transfer Bank,Kilat,3,956827
4658,Yogyakarta,Kaos,204286,1,Transfer Bank,Same Day,4.6,204286
4659,Makassar,Kaos,300141,3,ShopeePay,Same Day,2.6,900423
4660,Yogyakarta,Kemeja,141266,4,ShopeePay,Kilat,1.9,565064
4661,Semarang,Power Bank,994507,4,ShopeePay,Hemat,1.9,3978028
4662,Makassar,Earphone,23679,3,Transfer Bank,Reguler,3.6,71037
4663,Makassar,Parfum,508241,4,ShopeePay,Kilat,3,2032964
4664,Jakarta,Lipstik,584596,3,Kartu Kredit,Reguler,3.6,1753788
4665,Makassar,Tas Ransel,226096,2,Transfer Bank,Reguler,3.7,452192
4666,Medan,Kemeja,715202,2,COD,Hemat,1.1,1430404
4667,Bandung,Earphone,467154,4,Transfer Bank,Hemat,1.2,1868616
4668,Bandung,Power Bank,549983,2,ShopeePay,Same Day,3.1,1099966
4669,Bandung,Earphone,246812,2,Transfer Bank,Hemat,1.8,493624
4670,Medan,Earphone,602787,2,ShopeePay,Same Day,3.5,1205574
4671,Yogyakarta,Tas Ransel,43382,1,ShopeePay,Kilat,3.2,43382
4672,Jakarta,Kemeja,820667,2,COD,Reguler,3.3,1641334
4673,Makassar,Jam Tangan,737583,1,COD,Hemat,2.2,737583
4674,Medan,Sneakers,677726,3,Kartu Kredit,Kilat,3.6,2033178
4675,Bandung,Parfum,178539,3,ShopeePay,Same Day,4.3,535617
4676,Semarang,Kemeja,472532,3,Transfer Bank,Hemat,5,1417596
4677,Surabaya,Lipstik,394612,3,COD,Reguler,4.4,1183836
4678,Makassar,Earphone,26764,3,COD,Kilat,3.2,80292
4679,Medan,Jam Tangan,766256,2,ShopeePay,Hemat,1.8,1532512
4680,Denpasar,Tas Ransel,658119,2,Transfer Bank,Hemat,3.7,1316238
4681,Medan,Celana Jeans,81836,2,COD,Kilat,4.8,163672
4682,Jakarta,Parfum,314067,3,COD,Same Day,1.8,942201
4683,Jakarta,Parfum,275033,3,Transfer Bank,Same Day,2,825099
4684,Medan,Sneakers,902143,1,COD,Hemat,1.6,902143
4685,Bandung,Celana Jeans,36292,4,Transfer Bank,Same Day,3.9,145168
4686,Surabaya,Power Bank,931345,2,ShopeePay,Same Day,2.6,1862690
4687,Makassar,Celana Jeans,939118,4,COD,Kilat,1.3,3756472
4688,Jakarta,Earphone,303083,3,ShopeePay,Same Day,4.5,909249
4689,Makassar,Earphone,263772,3,Transfer Bank,Same Day,3.2,791316
4690,Bandung,Earphone,38800,3,ShopeePay,Kilat,2.3,116400
4691,Makassar,Earphone,76440,4,ShopeePay,Hemat,2.4,305760
4692,Semarang,Kemeja,436462,1,ShopeePay,Hemat,2.2,436462
4693,Jakarta,Parfum,671809,3,Kartu Kredit,Kilat,2.8,2015427
4694,Bandung,Celana Jeans,466021,1,Transfer Bank,Reguler,2.3,466021
4695,Bandung,Parfum,665615,1,Transfer Bank,Kilat,3.2,665615
4696,Surabaya,Lipstik,593936,2,Transfer Bank,Reguler,4.1,1187872
4697,Surabaya,Celana Jeans,921624,4,Transfer Bank,Same Day,3.7,3686496
4698,Semarang,Kemeja,470067,3,Transfer Bank,Hemat,2.2,1410201
4699,Bandung,Lipstik,969192,1,COD,Reguler,3.1,969192
4700,Yogyakarta,Parfum,375642,4,COD,Reguler,4.4,1502568
4701,Bandung,Lipstik,836196,4,COD,Same Day,1.3,3344784
4702,Surabaya,Sneakers,838902,3,ShopeePay,Hemat,1.3,2516706
4703,Yogyakarta,Lipstik,800448,2,ShopeePay,Same Day,3.2,1600896
4704,Jakarta,Celana Jeans,189573,2,Transfer Bank,Hemat,3.6,379146
4705,Jakarta,Earphone,77207,1,Kartu Kredit,Hemat,1.8,77207
4706,Makassar,Earphone,82157,2,Transfer Bank,Same Day,4,164314
4707,Medan,Power Bank,154288,2,COD,Reguler,3.6,308576
4708,Surabaya,Parfum,697432,2,Transfer Bank,Kilat,4.7,1394864
4709,Medan,Sneakers,113778,4,ShopeePay,Hemat,1.7,455112
4710,Yogyakarta,Celana Jeans,150016,3,Transfer Bank,Hemat,4,450048
4711,Surabaya,Celana Jeans,668576,4,COD,Kilat,1.3,2674304
4712,Semarang,Tas Ransel,188204,4,Transfer Bank,Kilat,3.3,752816
4713,Bandung,Kaos,130573,3,ShopeePay,Same Day,3.2,391719
4714,Semarang,Parfum,140730,4,Kartu Kredit,Hemat,2.6,562920
4715,Yogyakarta,Celana Jeans,955365,1,COD,Same Day,4.4,955365
4716,Surabaya,Jam Tangan,84186,1,Transfer Bank,Kilat,1,84186
4717,Denpasar,Celana Jeans,525349,4,ShopeePay,Same Day,3.1,2101396
4718,Yogyakarta,Tas Ransel,811392,2,COD,Hemat,1.9,1622784
4719,Denpasar,Lipstik,38781,4,COD,Reguler,4,155124
4720,Bandung,Kemeja,257677,2,ShopeePay,Reguler,1.2,515354
4721,Jakarta,Kemeja,277506,4,Transfer Bank,Hemat,4.3,1110024
4722,Jakarta,Jam Tangan,51126,1,Transfer Bank,Same Day,4.4,51126
4723,Yogyakarta,Jam Tangan,258217,2,Transfer Bank,Kilat,4.3,516434
4724,Medan,Power Bank,435794,1,COD,Kilat,1.6,435794
4725,Surabaya,Kemeja,535474,4,Kartu Kredit,Reguler,3.5,2141896
4726,Surabaya,Lipstik,912466,3,COD,Same Day,1.1,2737398
4727,Jakarta,Kemeja,300027,2,Transfer Bank,Kilat,4.4,600054
4728,Makassar,Kaos,574070,2,COD,Kilat,3.9,1148140
4729,Semarang,Parfum,338531,4,Kartu Kredit,Hemat,3.1,1354124
4730,Makassar,Kemeja,692339,4,COD,Same Day,3.9,2769356
4731,Bandung,Earphone,840178,2,ShopeePay,Same Day,1.4,1680356
4732,Semarang,Power Bank,281161,3,Transfer Bank,Kilat,3.1,843483
4733,Semarang,Tas Ransel,86266,4,Transfer Bank,Same Day,2.2,345064
4734,Yogyakarta,Jam Tangan,544344,4,Transfer Bank,Same Day,4.9,2177376
4735,Jakarta,Kaos,313601,4,COD,Same Day,4.4,1254404
4736,Makassar,Jam Tangan,415459,3,COD,Hemat,3.9,1246377
4737,Makassar,Power Bank,468247,2,COD,Kilat,4.7,936494
4738,Jakarta,Celana Jeans,152773,1,Transfer Bank,Reguler,2.4,152773
4739,Makassar,Kaos,731741,4,COD,Same Day,4.6,2926964
4740,Denpasar,Sneakers,725798,3,Transfer Bank,Kilat,2.3,2177394
4741,Jakarta,Kaos,355983,2,COD,Reguler,3.9,711966
4742,Yogyakarta,Power Bank,100636,2,Transfer Bank,Hemat,3.9,201272
4743,Medan,Tas Ransel,389841,3,ShopeePay,Kilat,1.1,1169523
4744,Semarang,Kaos,86483,4,COD,Hemat,2.4,345932
